year,cluster_rank,centroid_lat,centroid_lon,centroid_depth,avg_mag,start_time,end_time,event_count
2015,1,29.02825,81.5163,22.235,4.15,2015-01-05 19:41:44.280000+00:00,2015-12-26 04:48:40.050000+00:00,2
2015,2,31.27995,80.38659999999999,31.314999999999998,4.15,2015-02-13 22:21:52.220000+00:00,2015-02-14 00:44:36.430000+00:00,2
2015,3,30.39985,79.33225,10.0,4.65,2015-04-01 21:23:54.400000+00:00,2015-07-18 23:48:08.680000+00:00,2
2015,4,28.7846,82.52236666666666,10.0,4.7,2015-04-21 14:02:15.550000+00:00,2015-06-20 12:23:05.580000+00:00,3
2015,5,27.795607194244603,85.65683597122302,10.398417266187051,4.416402877697842,2015-04-25 06:15:22.910000+00:00,2015-11-24 12:24:15.590000+00:00,278
2015,6,27.698050000000002,86.0895,18.955,6.5,2015-04-26 07:09:10.670000+00:00,2015-05-12 07:36:54.490000+00:00,2
2015,7,28.498974999999998,87.3392,24.3125,4.3,2015-04-29 22:10:52.110000+00:00,2015-08-24 06:53:44.060000+00:00,4
2015,8,29.7055,81.71090000000001,10.0,4.25,2015-05-22 19:07:41.930000+00:00,2015-07-07 09:31:41.580000+00:00,2
2015,9,27.313299999999998,91.23545,33.84,4.45,2015-07-01 02:42:40.790000+00:00,2015-07-27 07:33:41.920000+00:00,2
2015,10,30.1806,80.35525,22.5,4.35,2015-08-05 19:15:56.760000+00:00,2015-09-29 09:27:17.090000+00:00,2
2015,11,31.665799999999997,87.7872,13.175,4.0,2015-09-12 09:40:28.760000+00:00,2015-11-26 18:59:49.210000+00:00,2
2016,1,29.564120000000003,87.91326000000001,16.092,4.18,2016-01-13 23:15:46.160000+00:00,2016-05-03 16:31:51.850000+00:00,5
2016,2,27.872210000000003,85.37212500000001,16.3765,4.335,2016-01-21 19:22:43.590000+00:00,2016-10-07 04:52:38.250000+00:00,20
2016,3,29.6495,84.25059999999999,10.0,4.15,2016-01-31 04:18:25.460000+00:00,2016-01-31 04:39:48.230000+00:00,2
2016,4,26.9007,89.13974999999999,32.6,3.8,2016-02-13 21:37:54.080000+00:00,2016-03-12 16:15:12.250000+00:00,2
2016,5,28.449945454545457,87.44700909090909,9.291818181818183,4.390909090909091,2016-04-16 04:33:03.290000+00:00,2016-06-27 14:53:00.680000+00:00,11
2016,6,29.534599999999998,81.11449999999999,9.515,4.5,2016-06-29 09:10:28.860000+00:00,2016-07-02 00:23:46.380000+00:00,2
2016,7,31.39023333333333,77.72166666666666,10.0,4.3999999999999995,2016-08-27 01:14:30.110000+00:00,2016-08-27 03:38:08.270000+00:00,3
2017,1,30.498199999999997,83.572275,16.189999999999998,4.675,2017-01-04 14:12:52.310000+00:00,2017-03-26 22:54:51.700000+00:00,4
2017,2,30.64415,79.1623,13.025,5.1,2017-02-06 17:03:06.530000+00:00,2017-12-06 15:19:49.970000+00:00,2
2017,3,27.47696,86.0795,12.302000000000001,4.720000000000001,2017-02-27 03:37:45.990000+00:00,2017-12-08 02:51:18.860000+00:00,5
2017,4,27.251366666666666,88.26846666666667,14.796666666666667,4.3,2017-03-26 21:42:11.940000+00:00,2017-12-02 23:43:44.930000+00:00,3
2017,5,29.4999,81.2238,10.0,4.6,2017-08-22 00:50:35.830000+00:00,2017-11-06 03:09:03.590000+00:00,2
2018,1,30.36306,87.60774666666666,10.581999999999999,4.506666666666666,2018-02-08 20:56:30.090000+00:00,2018-12-24 18:40:40.380000+00:00,15
2018,2,31.335250000000002,80.506,19.915,4.05,2018-04-12 19:51:49.610000+00:00,2018-04-19 22:52:37.900000+00:00,2
2018,3,27.05705,87.65915,45.605,4.4,2018-06-20 04:08:59.880000+00:00,2018-06-20 04:15:26.410000+00:00,2
2018,4,28.79195,81.52905000000001,10.0,4.35,2018-10-05 07:08:11.750000+00:00,2018-10-05 07:15:04.390000+00:00,2
2019,1,30.3775375,87.580775,10.0325,4.5125,2019-01-20 14:28:30.290000+00:00,2019-10-26 10:54:09.937000+00:00,8
2019,2,29.2763,87.24575,10.0,4.15,2019-02-06 13:30:27.060000+00:00,2019-02-07 05:35:48.490000+00:00,2
2019,3,28.0653,84.645,16.3925,4.575,2019-04-24 00:44:31.986000+00:00,2019-09-26 13:04:21.563000+00:00,4
2019,4,27.720599999999997,92.76400000000001,10.0,4.800000000000001,2019-07-19 09:52:01.986000+00:00,2019-07-19 22:54:24.714000+00:00,2
2019,5,27.859,85.76910000000001,10.0,4.4,2019-11-27 16:23:31.706000+00:00,2019-12-12 13:26:31.828000+00:00,2
