time,lat,lon,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2006-03-25T05:51:51.410Z,26.788,92.242,10,4.8,mb,110,99.1,,0.63,us,usp000ecw1,2014-11-07T01:28:35.011Z,"14 km ENE of Udalguri, India",earthquake,,,,59,reviewed,us,us
2006-02-25T18:51:12.470Z,30.298,80.119,10,3.6,mb,8,141.1,,1.07,us,usp000eav2,2014-11-07T01:28:21.897Z,"60 km ESE of Josh?math, India",earthquake,,0,,1,reviewed,us,us
2006-02-24T04:45:26.050Z,26.859,91.458,10,3.8,mb,12,186.1,,1.34,us,usp000ear6,2014-11-07T01:28:21.515Z,"7 km NW of Samdrup Jongkhar, Bhutan",earthquake,,,,5,reviewed,us,us
2006-02-23T23:49:06.610Z,26.773,91.518,10,3.6,mb,12,176.4,,0.86,us,usp000eaqf,2014-11-07T01:28:21.454Z,"3 km SSE of Samdrup Jongkhar, Bhutan",earthquake,,,,3,reviewed,us,us
2006-02-23T20:44:33.340Z,26.911,91.681,10,4.2,mb,21,97.7,,0.86,us,usp000eaq7,2014-11-07T01:28:21.404Z,"21 km NE of Samdrup Jongkhar, Bhutan",earthquake,,,,3,reviewed,us,us
2006-02-23T20:36:59.800Z,26.78,91.494,10,4.2,mb,12,163.7,,1.08,us,usp000eaq6,2014-11-07T01:28:21.402Z,"2 km SSW of Samdrup Jongkhar, Bhutan",earthquake,,,,2,reviewed,us,us
2006-02-23T20:22:46.550Z,26.83,91.809,10,3.9,mb,27,98.2,,1.15,us,usp000eaq4,2014-11-07T01:28:21.396Z,"30 km WNW of Udalguri, India",earthquake,,,,4,reviewed,us,us
2006-02-23T20:07:26.170Z,26.863,91.632,10,5.2,mb,134,80.2,,0.89,us,usp000eaq1,2022-05-02T18:13:07.423Z,"14 km ENE of Samdrup Jongkhar, Bhutan",earthquake,,,,66,reviewed,us,us
2006-02-23T20:04:53.550Z,26.912,91.705,10,5.8,mwb,263,30.2,,0.93,us,usp000eaq0,2022-05-02T18:13:03.968Z,"23 km ENE of Samdrup Jongkhar, Bhutan",earthquake,,,,,reviewed,us,us
2006-02-21T10:59:11.990Z,29.252,81.301,26.3,4.4,mb,40,62.3,,0.98,us,usp000eah4,2014-11-07T01:28:20.724Z,"35 km E of Dipayal, Nepal",earthquake,,16.6,,8,reviewed,us,us
2006-02-19T21:19:30.870Z,28.258,83.775,35,3.8,mb,23,138.6,,0.6,us,usp000ead9,2014-11-07T01:28:20.277Z,"18 km E of B?glung, Nepal",earthquake,,,,7,reviewed,us,us
2006-02-19T21:18:57.570Z,28.151,83.712,35,3.6,mb,26,121.5,,1.24,us,usp000ead8,2014-11-07T01:28:20.274Z,"17 km SE of B?glung, Nepal",earthquake,,,,4,reviewed,us,us
2006-02-14T19:17:33.260Z,30.265,80.528,62.5,4.5,mb,48,95.5,,1.06,us,usp000ea2m,2014-11-07T01:28:18.517Z,"46 km N of Dh?rchula, India",earthquake,,10.1,,17,reviewed,us,us
2006-02-14T00:55:25.060Z,27.382,88.388,30,5.3,mwc,260,45.6,,0.81,us,usp000ea1q,2022-07-14T12:29:57.071Z,"16 km NE of Gyalshing, India",earthquake,,,,,reviewed,us,hrv
2006-02-11T05:04:21.270Z,27.233,92.145,49.3,4.7,mb,50,46.8,,0.83,us,usp000e9x4,2014-11-07T01:28:17.938Z,"27 km W of Bomdila, India",earthquake,,6.6,,20,reviewed,us,us
2006-02-06T20:53:15.720Z,31.307,90.406,44.9,4.5,mb,51,74.2,,0.8,us,usp000e9nm,2014-11-07T01:28:17.048Z,"152 km NNW of Dêqên, China",earthquake,,7.9,,19,reviewed,us,us
2006-02-03T01:57:47.220Z,27.245,86.383,14.3,4.7,mwc,190,61.2,,0.65,us,usp000e9c4,2016-11-10T01:17:15.148Z,"58 km N of Lah?n, Nepal",earthquake,,3.1,,,reviewed,us,hrv
2006-02-01T22:24:15.920Z,30.288,80.483,50.6,4.7,mwc,150,61.4,,0.96,us,usp000e99p,2016-11-10T01:17:12.538Z,"49 km N of Dh?rchula, India",earthquake,,7.6,,,reviewed,us,hrv
2006-01-30T01:57:34.500Z,30.168,80.225,40.8,4.1,mb,26,69.8,,1.03,us,usp000e946,2014-11-07T01:28:10.620Z,"45 km NW of Dh?rchula, India",earthquake,,11.2,,3,reviewed,us,us
2006-01-20T06:12:25.120Z,31.44,85.01,37.3,4.6,mb,54,61,,0.83,us,usp000e8h2,2014-11-07T01:28:07.310Z,"235 km N of Saga, China",earthquake,,8.9,,26,reviewed,us,us
2006-01-08T19:16:49.010Z,31.237,80.212,35,3.5,mb,5,217.6,,1.03,us,usp000e7vh,2014-11-07T01:28:05.091Z,"97 km NE of Josh?math, India",earthquake,,,,1,reviewed,us,us
2005-12-25T18:08:07.630Z,28.576,86.087,54.9,4,mb,12,183.6,,0.9,us,usp000e6vq,2014-11-07T01:27:56.641Z,"69 km N of Kod?ri??, Nepal",earthquake,,23.6,,2,reviewed,us,us
2005-12-25T12:19:37.340Z,29.738,83.48,10,3.6,mb,5,263,,0.21,us,usp000e6v1,2014-11-07T01:27:56.589Z,"135 km ENE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2005-12-16T18:01:28.450Z,30.464,79.142,23.1,3.7,mb,13,198.6,,0.88,us,usp000e696,2014-11-07T01:27:54.390Z,"25 km NE of Rudrapray?g, India",earthquake,,48,,2,reviewed,us,us
2005-12-14T07:09:54.190Z,30.476,79.255,44,5.1,mwc,194,86.8,,0.68,us,usp000e647,2022-05-02T18:10:00.475Z,"17 km WNW of P?palkoti, India",earthquake,,8.2,,,reviewed,us,hrv
2005-12-12T17:34:14.660Z,29.278,82.021,35,4.7,mb,36,78.5,,0.99,us,usp000e61h,2014-11-07T01:27:53.117Z,"15 km W of Jumla, Nepal",earthquake,,,,7,reviewed,us,us
2005-12-10T05:39:33.640Z,29.172,82.344,10,4.6,ml,18,116.6,,1.3,us,usp000e5wn,2014-11-07T01:27:52.395Z,"19 km SE of Jumla, Nepal",earthquake,,0,,,reviewed,us,dmn
2005-11-25T12:50:25.060Z,28.067,88.905,10,3.7,mb,6,181.8,,0.97,us,usp000e4vw,2014-11-07T01:27:43.346Z,"72 km NNE of Mangan, India",earthquake,,,,1,reviewed,us,us
2005-11-21T13:38:23.890Z,30.357,83.52,35,3.7,mb,7,238.2,,1.39,us,usp000e4nc,2014-11-07T01:27:41.950Z,"176 km NE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2005-11-20T04:46:25.360Z,29.962,79.967,43.7,3.7,mb,22,187.1,,0.7,us,usp000e4hm,2014-11-07T01:27:41.352Z,"23 km NE of B?geshwar, India",earthquake,,10.8,,3,reviewed,us,us
2005-11-06T01:36:56.670Z,29.731,81.868,49.5,5,mb,98,47.8,,0.61,us,usp000e3kt,2014-11-07T01:27:36.510Z,"59 km NNW of Jumla, Nepal",earthquake,,,,46,reviewed,us,us
2005-10-31T21:47:56.070Z,28.39,84.863,10,4.7,mwc,128,36,,0.79,us,usp000e38d,2016-11-10T01:13:58.553Z,"88 km NNW of Kathmandu, Nepal",earthquake,,0,,,reviewed,us,hrv
2005-10-31T05:51:16.370Z,29.731,81.857,47.1,4.7,mwc,95,59.1,,0.74,us,usp000e36n,2016-11-10T01:13:56.384Z,"59 km NNW of Jumla, Nepal",earthquake,,5.5,,,reviewed,us,hrv
2005-10-30T08:30:08.970Z,27.85,87.993,85.5,3.9,mb,21,126.7,,0.62,us,usp000e34x,2014-11-07T01:27:30.435Z,"64 km NW of Mangan, India",earthquake,,,,3,reviewed,us,us
2005-10-29T23:32:10.440Z,29.525,81.577,48.5,4.6,mb,37,94.2,,0.85,us,usp000e346,2014-11-07T01:27:30.377Z,"65 km WNW of Jumla, Nepal",earthquake,,9.5,,8,reviewed,us,us
2005-10-25T02:51:28.310Z,30.054,81.092,10,3.8,mb,9,106.2,,1.19,us,usp000e2t4,2014-11-07T01:27:28.761Z,"27 km SSW of Burang, China",earthquake,,0,,2,reviewed,us,us
2005-10-25T01:51:26.540Z,30.146,81.208,49.9,4.9,mb,80,90,,0.7,us,usp000e2sv,2014-11-07T01:27:28.601Z,"16 km S of Burang, China",earthquake,,6.4,,33,reviewed,us,us
2005-10-25T01:43:14.160Z,29.908,81.031,63.4,3.8,mb,13,122.7,,0.62,us,usp000e2st,2014-11-07T01:27:28.598Z,"45 km SSW of Burang, China",earthquake,,15.1,,2,reviewed,us,us
2005-10-14T04:43:04.530Z,28.225,86.243,10,3.9,mb,8,183.8,,0.35,us,usp000e1sx,2014-11-07T01:27:23.356Z,"40 km NE of Kod?ri??, Nepal",earthquake,,,,1,reviewed,us,us
2005-10-10T19:51:54.520Z,30.242,83.389,35,4.4,mb,14,84.7,,0.8,us,usp000e1j7,2014-11-07T01:27:22.209Z,"158 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2005-09-18T12:00:08.370Z,32.454,93.421,35,3.7,mb,7,108.3,,1.08,us,usp000dzny,2014-11-07T01:27:05.676Z,"168 km NE of Nagqu, China",earthquake,,,,1,reviewed,us,us
2005-09-16T17:59:24.000Z,30.567,81.546,10,3.9,mb,7,219.5,,1.07,us,usp000dzjm,2014-11-07T01:27:05.017Z,"46 km NE of Burang, China",earthquake,,,,1,reviewed,us,us
2005-09-05T16:22:07.240Z,30.432,79.114,35,3.8,mb,9,143.4,,0.99,us,usp000dyu3,2014-11-07T01:27:00.751Z,"20 km NE of Rudrapray?g, India",earthquake,,,,1,reviewed,us,us
2005-09-05T01:45:43.000Z,30.406,79.151,10,4.6,mb,37,116.1,,0.76,us,usp000dysq,2014-11-07T01:27:00.528Z,"20 km NE of Rudrapray?g, India",earthquake,,,,16,reviewed,us,us
2005-08-28T13:14:08.270Z,27.636,87.419,38.8,4.8,mb,101,52.5,,0.86,us,usp000dy7b,2014-11-07T01:26:53.925Z,"35 km NE of Kh??db?ri??, Nepal",earthquake,,5.1,,37,reviewed,us,us
2005-08-21T19:53:33.890Z,29.974,80.586,35,3.5,mb,9,186.6,,1.09,us,usp000dxt6,2014-11-07T01:26:51.196Z,"15 km NNE of Dh?rchula, India",earthquake,,0,,1,reviewed,us,us
2005-08-20T23:18:45.730Z,30.857,87.591,10,3.7,mb,9,201.4,,1.4,us,usp000dxrp,2014-11-07T01:26:51.045Z,"217 km NW of Rikaze, China",earthquake,,0,,1,reviewed,us,us
2005-08-20T14:07:09.120Z,31.144,88.206,10,4.4,mb,27,160.5,,0.99,us,usp000dxqu,2014-11-07T01:26:50.970Z,"219 km NNW of Rikaze, China",earthquake,,0,,8,reviewed,us,us
2005-08-20T12:50:51.710Z,31.223,88.168,54,4.9,mwc,137,61.1,,0.67,us,usp000dxqn,2016-11-10T01:10:29.241Z,"229 km NNW of Rikaze, China",earthquake,,5.2,,,reviewed,us,hrv
2005-08-16T03:45:54.190Z,30.924,78.56,42.6,4.4,mb,49,157.4,,0.81,us,usp000dxe6,2021-10-20T18:09:38.786Z,"24 km NNE of Uttark?shi, India",earthquake,,7.7,,12,reviewed,us,us
2005-07-04T23:46:09.480Z,30.145,83.539,43.6,3.9,mb,7,138.2,,0.31,us,usp000duj4,2014-11-07T01:26:25.755Z,"162 km NE of Jumla, Nepal",earthquake,,25.4,,1,reviewed,us,us
2005-06-24T17:37:05.280Z,29.374,81.412,35,3.9,mb,8,200.6,,0.41,us,usp000dtuh,2014-11-07T01:26:17.238Z,"47 km ENE of Dipayal, Nepal",earthquake,,,,1,reviewed,us,us
2005-06-17T02:08:18.130Z,30.598,83.529,10,4,mb,14,83.5,,1.38,us,usp000dt7y,2014-11-07T01:26:14.406Z,"195 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2005-06-14T14:23:18.470Z,27.205,87.92,44.4,4.6,mb,48,70.4,,0.89,us,usp000dsz4,2014-11-07T01:26:12.404Z,"32 km WNW of Naya B?z?r, India",earthquake,,5.6,,10,reviewed,us,us
2005-06-05T16:49:43.100Z,30.427,83.488,6.2,4.1,mb,15,87.4,,0.48,us,usp000ds9z,2014-11-07T01:26:07.762Z,"179 km NE of Jumla, Nepal",earthquake,,22.2,,3,reviewed,us,us
2005-06-03T14:57:27.040Z,31.696,92.635,10,4.3,mb,18,107.2,,0.83,us,usp000ds50,2014-11-07T01:26:05.499Z,Eastern Xizang,earthquake,,,,1,reviewed,us,us
2005-05-30T10:57:29.930Z,31.568,88.18,10,4,mb,11,140.2,,1.25,us,usp000drwd,2014-11-07T01:25:59.461Z,"265 km NNW of Rikaze, China",earthquake,,,,2,reviewed,us,us
2005-05-29T17:49:29.590Z,30.246,83.475,20.6,4.3,mb,15,96.6,,1.25,us,usp000drud,2014-11-07T01:25:59.199Z,"164 km NE of Jumla, Nepal",earthquake,,29.7,,2,reviewed,us,us
2005-05-29T10:46:16.440Z,26.934,92.423,56,4.3,mb,9,170.2,,0.61,us,usp000drtf,2014-11-07T01:25:59.111Z,"26 km NNW of Dhekiajuli, India",earthquake,,12.1,,1,reviewed,us,us
2005-05-23T00:25:24.280Z,31.126,78.522,10,3.7,mb,7,268.6,,1.4,us,usp000drda,2014-11-07T01:25:57.359Z,"44 km N of Uttark?shi, India",earthquake,,,,2,reviewed,us,us
2005-05-22T22:12:59.080Z,30.032,83.535,43.8,3.6,mb,16,73.9,,1.43,us,usp000drd2,2014-11-07T01:25:57.344Z,"155 km ENE of Jumla, Nepal",earthquake,,16.2,,1,reviewed,us,us
2005-05-22T14:17:37.870Z,30.319,83.822,63.2,4.3,mb,36,110.2,,0.96,us,usp000drc7,2014-11-07T01:25:57.281Z,"174 km NW of Saga, China",earthquake,,9.2,,11,reviewed,us,us
2005-05-15T19:21:49.060Z,31.613,92.676,28.8,4.6,mb,92,61,,0.72,us,usp000dqwq,2014-11-07T01:25:54.805Z,"60 km ENE of Nagqu, China",earthquake,,11.5,,39,reviewed,us,us
2005-05-11T04:13:06.890Z,30.6,85.172,37.5,4.6,mb,43,96.8,,1.16,us,usp000dqf1,2014-11-07T01:25:51.399Z,"141 km N of Saga, China",earthquake,,13.6,,18,reviewed,us,us
2005-05-10T02:30:47.180Z,30.454,83.733,62.3,3.6,mb,18,167.7,,0.85,us,usp000dqbj,2014-11-07T01:25:50.855Z,"191 km NW of Saga, China",earthquake,,17.1,,2,reviewed,us,us
2005-05-09T15:14:45.450Z,30.292,84.894,10,3.5,mb,7,209.1,,0.88,us,usp000dqa7,2014-11-07T01:25:50.677Z,"112 km NNW of Saga, China",earthquake,,,,2,reviewed,us,us
2005-05-08T16:42:24.060Z,30.097,90.261,97.7,4.6,mb,108,35.1,,0.61,us,usp000dq7d,2014-11-07T01:25:50.275Z,"46 km WNW of Dêqên, China",earthquake,,,,43,reviewed,us,us
2005-05-08T14:24:25.440Z,30.341,83.996,63.4,3.8,mb,9,197.7,,0.53,us,usp000dq75,2014-11-07T01:25:50.240Z,western Xizang,earthquake,,28.3,,1,reviewed,us,us
2005-04-21T12:18:47.940Z,30.129,83.503,35,3.7,mb,10,187,,1.37,us,usp000dnx1,2014-11-07T01:25:39.085Z,"158 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2005-04-10T05:59:43.520Z,30.356,83.699,55.8,4.6,mb,39,62.8,,0.76,us,usp000dmt5,2014-11-07T01:25:31.909Z,"186 km NW of Saga, China",earthquake,,7.4,,11,reviewed,us,us
2005-04-10T01:18:09.710Z,30.245,83.591,17.2,3.9,mb,15,126.3,,1.05,us,usp000dmse,2014-11-07T01:25:31.839Z,"173 km NE of Jumla, Nepal",earthquake,,32.8,,2,reviewed,us,us
2005-04-09T23:39:15.310Z,30.434,83.381,10,4,mb,9,127.3,,1.4,us,usp000dms6,2014-11-07T01:25:31.824Z,"172 km NE of Jumla, Nepal",earthquake,,,,4,reviewed,us,us
2005-04-09T09:20:26.150Z,30.494,83.599,10,4.4,mb,36,63.2,,0.98,us,usp000dmq7,2014-11-07T01:25:31.587Z,"192 km NE of Jumla, Nepal",earthquake,,,,10,reviewed,us,us
2005-04-08T22:02:40.200Z,30.406,83.439,10,4,mb,14,127.1,,0.84,us,usp000dmnp,2014-11-07T01:25:31.444Z,"174 km NE of Jumla, Nepal",earthquake,,,,3,reviewed,us,us
2005-04-08T19:51:35.550Z,30.527,83.67,10,5,mwc,123,27.3,,1.25,us,usp000dmnc,2022-05-02T17:54:03.697Z,"199 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,hrv
2005-04-08T13:04:10.490Z,30.249,83.311,10,4,mb,13,105.8,,0.9,us,usp000dmmj,2014-11-07T01:25:31.334Z,"153 km NE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2005-04-08T11:55:53.170Z,30.17,83.062,10,3.7,mb,8,220.3,,1.1,us,usp000dmmh,2014-11-07T01:25:31.332Z,"130 km NE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2005-04-08T11:26:42.770Z,30.448,83.93,10,3.9,mb,8,169.2,,1.01,us,usp000dmmc,2014-11-07T01:25:31.289Z,"176 km NW of Saga, China",earthquake,,,,2,reviewed,us,us
2005-04-08T11:02:10.890Z,30.108,83.185,10,3.8,mb,8,223.1,,1.18,us,usp000dmma,2014-11-07T01:25:31.285Z,"133 km NE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2005-04-08T10:47:04.920Z,30.172,83.234,10,3.7,mb,10,222.9,,0.9,us,usp000dmm9,2014-11-07T01:25:31.284Z,"142 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2005-04-08T10:45:31.880Z,29.977,83.012,10,3.7,mb,11,142.6,,1.42,us,usp000dmm8,2014-11-07T01:25:31.282Z,"111 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2005-04-08T08:43:15.760Z,29.865,82.709,10,4.1,mb,12,145.1,,1.18,us,usp000dmkv,2014-11-07T01:25:31.172Z,"82 km NE of Jumla, Nepal",earthquake,,0,,3,reviewed,us,us
2005-04-08T07:02:39.800Z,30.285,83.501,10,4.4,mb,22,68.4,,1.21,us,usp000dmkj,2014-11-07T01:25:31.149Z,"169 km NE of Jumla, Nepal",earthquake,,,,6,reviewed,us,us
2005-04-08T04:16:37.310Z,30.226,83.597,10,4.3,mb,23,84.7,,1.1,us,usp000dmk4,2014-11-07T01:25:31.075Z,"172 km NE of Jumla, Nepal",earthquake,,,,4,reviewed,us,us
2005-04-07T23:34:16.220Z,30.276,83.633,10,4.2,mb,14,90.7,,1.34,us,usp000dmj8,2014-11-07T01:25:30.966Z,"178 km NE of Jumla, Nepal",earthquake,,,,6,reviewed,us,us
2005-04-07T21:42:09.020Z,30.323,83.756,10,5.1,mb,49,63.5,,1.21,us,usp000dmhz,2022-05-02T17:53:42.207Z,"180 km NW of Saga, China",earthquake,,,,34,reviewed,us,us
2005-04-07T21:41:36.570Z,30.588,83.681,10,5.4,mwc,161,36,,0.99,us,usp000dmhy,2022-05-02T17:53:36.629Z,"204 km NW of Saga, China",earthquake,,,,,reviewed,us,hrv
2005-04-07T21:08:36.170Z,30.198,83.399,10,4.2,mb,20,116.9,,0.98,us,usp000dmhx,2014-11-07T01:25:30.885Z,"155 km NE of Jumla, Nepal",earthquake,,,,7,reviewed,us,us
2005-04-07T20:50:30.410Z,30.211,83.458,10,3.9,mb,17,125.3,,0.93,us,usp000dmhv,2014-11-07T01:25:30.879Z,"161 km NE of Jumla, Nepal",earthquake,,,,4,reviewed,us,us
2005-04-07T20:04:41.060Z,30.491,83.662,11,6.3,mwc,468,18,,0.9,us,usp000dmht,2022-05-02T17:53:30.950Z,"196 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,hrv
2005-04-07T01:40:45.850Z,29.299,81.451,22.7,4.1,mb,14,197.5,,0.93,us,usp000dmf9,2014-11-07T01:25:30.158Z,"49 km E of Dipayal, Nepal",earthquake,,,,3,reviewed,us,us
2005-04-06T22:24:44.430Z,30.439,86.346,66.9,3.6,mb,13,160.5,,1.31,us,usp000dmey,2014-11-07T01:25:30.076Z,"164 km NE of Saga, China",earthquake,,27.1,,2,reviewed,us,us
2005-03-29T15:51:24.970Z,28.016,84.699,10,3.9,mb,19,71.2,,1.21,us,usp000dkhe,2014-11-07T01:25:21.316Z,"45 km NE of Bharatpur, Nepal",earthquake,,,,3,reviewed,us,us
2005-03-26T20:32:13.420Z,28.259,87.926,70.7,4.7,mwc,159,94.9,,0.73,us,usp000dk47,2016-11-10T01:03:24.491Z,"101 km NW of Mangan, India",earthquake,,9.4,,,reviewed,us,hrv
2005-03-19T10:54:40.990Z,28.126,84.282,10,4.4,mb,37,57,,0.98,us,usp000djj5,2014-11-07T01:25:16.442Z,"34 km ESE of Pokhara, Nepal",earthquake,,,,15,reviewed,us,us
2005-03-11T05:08:39.160Z,27.336,90.486,52.6,4.4,mb,41,137.3,,0.64,us,usp000dhyy,2014-11-07T01:25:13.243Z,"18 km S of Trongsa, Bhutan",earthquake,,4.7,,13,reviewed,us,us
2005-03-06T03:22:43.610Z,30.616,83.761,49.5,4.6,mb,54,50.6,,0.92,us,usp000dhmp,2014-11-07T01:25:11.505Z,"201 km NW of Saga, China",earthquake,,7,,20,reviewed,us,us
2005-02-20T11:01:58.690Z,30.655,78.243,25,3.5,mb,9,233,,0.39,us,usp000dgk0,2014-11-07T01:25:01.570Z,"17 km SSE of Barkot, India",earthquake,,34.3,,1,reviewed,us,us
2005-02-08T04:13:56.390Z,27.76,86.072,14.6,4.1,mb,16,118.8,,1.2,us,usp000dfpv,2014-11-07T01:24:57.255Z,"24 km SSE of Kod?ri??, Nepal",earthquake,,6.1,,6,reviewed,us,us
2005-02-08T03:35:04.840Z,27.738,86.092,10,4.9,mb,99,81.2,,0.86,us,usp000dfpt,2022-05-02T17:48:03.700Z,"28 km SSE of Kod?ri??, Nepal",earthquake,,,,63,reviewed,us,us
2005-02-08T01:51:35.940Z,27.82,86.033,14.4,4.2,mb,15,101.2,,1.89,us,usp000dfph,2014-11-07T01:24:57.154Z,"17 km SSE of Kod?ri??, Nepal",earthquake,,14.8,,8,reviewed,us,us
2005-01-21T13:50:21.610Z,27.443,92.724,55.9,3.7,mb,11,167.1,,0.55,us,usp000ddxy,2014-11-07T01:24:42.570Z,"35 km ENE of Bomdila, India",earthquake,,12,,3,reviewed,us,us
2005-01-21T13:25:52.740Z,27.415,92.661,52.2,3.5,mb,9,174.8,,0.89,us,usp000ddxv,2014-11-07T01:24:42.546Z,"28 km NE of Bomdila, India",earthquake,,14.6,,2,reviewed,us,us
2005-01-16T08:43:46.800Z,29.646,80.696,10,4.8,mb,105,58,,0.82,us,usp000ddf1,2014-11-07T01:24:39.790Z,"24 km SE of D?rchul?, Nepal",earthquake,,,,46,reviewed,us,us
2005-01-15T22:32:48.190Z,29.439,80.965,10,4.6,mb,36,42.8,,0.83,us,usp000dddn,2014-11-07T01:24:39.661Z,"19 km N of Dipayal, Nepal",earthquake,,,,19,reviewed,us,us
2004-12-06T09:05:49.470Z,32.138,92.7,4.4,4.3,mb,24,152.6,,1.07,us,usp000da64,2014-11-07T01:24:14.393Z,"95 km NE of Nagqu, China",earthquake,,24.2,,9,reviewed,us,us
2004-12-05T13:04:38.080Z,30.481,81.24,10,4.2,mb,26,105.5,,1.03,us,usp000da3n,2014-11-07T01:24:14.049Z,"21 km NNE of Burang, China",earthquake,,0,,6,reviewed,us,us
2004-12-02T23:45:55.200Z,30.607,83.373,40.7,4.2,mb,19,97.1,,1.28,us,usp000d9vb,2014-11-07T01:24:12.483Z,"187 km NE of Jumla, Nepal",earthquake,,15,,4,reviewed,us,us
2004-12-01T11:45:44.580Z,32.135,92.73,37,4.4,mb,39,92.8,,1.26,us,usp000d9qg,2014-11-07T01:24:10.680Z,"96 km NE of Nagqu, China",earthquake,,13.2,,22,reviewed,us,us
2004-11-26T23:53:56.720Z,30.676,77.2,42.1,3.7,mb,16,122.1,,0.86,us,usp000d9bk,2014-11-07T01:24:06.080Z,"15 km NW of N?han, India",earthquake,,13.8,,2,reviewed,us,us
2004-11-26T21:13:20.570Z,32.238,92.793,10,4.1,mb,26,118.5,,0.61,us,usp000d9b7,2014-11-07T01:24:05.888Z,"109 km NE of Nagqu, China",earthquake,,,,7,reviewed,us,us
2004-11-24T22:35:42.820Z,27.329,90.944,10,4,mb,19,93.3,,0.94,us,usp000d94h,2014-11-07T01:24:04.794Z,"29 km WNW of Mongar, Bhutan",earthquake,,,,5,reviewed,us,us
2004-11-19T20:05:10.300Z,32.15,92.662,10,4.9,mwc,95,44.5,,0.79,us,usp000d8sh,2016-11-10T00:52:35.555Z,"94 km NE of Nagqu, China",earthquake,,,,,reviewed,us,hrv
2004-11-17T10:39:00.640Z,28.16,84.414,10,3.7,mb,7,199,,1.21,us,usp000d8n1,2014-11-07T01:24:01.682Z,"45 km ESE of Pokhara, Nepal",earthquake,,,,2,reviewed,us,us
2004-11-12T01:59:10.850Z,27.274,92.076,45,4,mb,7,157.4,,0.45,us,usp000d872,2014-11-07T01:23:59.387Z,"34 km W of Bomdila, India",earthquake,,,,2,reviewed,us,us
2004-11-10T04:21:11.120Z,27.929,87.778,45,4.2,mb,28,162.6,,0.83,us,usp000d82d,2014-11-07T01:23:58.171Z,"83 km NE of Kh??db?ri??, Nepal",earthquake,,12.9,,9,reviewed,us,us
2004-11-05T22:15:16.380Z,30.764,86.565,10,3.7,mb,11,176.3,,1.17,us,usp000d7s3,2014-11-07T01:23:56.482Z,"205 km NE of Saga, China",earthquake,,,,1,reviewed,us,us
2004-10-30T11:12:53.660Z,30.576,83.504,10,4.2,mb,10,167.6,,1.4,us,usp000d7bh,2014-11-07T01:23:50.443Z,"192 km NE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2004-10-27T00:28:48.690Z,30.897,81.22,10,4.4,mb,25,108.4,,1.28,us,usp000d75a,2014-11-07T01:23:49.550Z,"66 km N of Burang, China",earthquake,,,,4,reviewed,us,us
2004-10-26T11:13:02.660Z,31.754,92.893,10,4.8,mb,50,69.5,,0.94,us,usp000d743,2014-11-07T01:23:49.319Z,"85 km ENE of Nagqu, China",earthquake,,,,25,reviewed,us,us
2004-10-26T02:30:41.800Z,31.034,81.228,10,4.8,mb,11,143,,1.07,us,usp000d73a,2014-11-07T01:23:49.257Z,"82 km N of Burang, China",earthquake,,,,2,reviewed,us,us
2004-10-26T02:11:33.440Z,31.024,81.154,10.1,5.6,mwc,518,33.5,,0.85,us,usp000d738,2022-05-02T17:31:26.278Z,"80 km N of Burang, China",earthquake,,,,,reviewed,us,hrv
2004-10-05T07:32:31.050Z,31.68,84.92,10,4.2,mb,9,110.7,,0.86,us,usp000d5tg,2014-11-07T01:23:42.087Z,"262 km N of Saga, China",earthquake,,,,3,reviewed,us,us
2004-09-28T00:39:44.500Z,29.97,79.671,82.6,3.7,mb,10,121.8,,1.3,us,usp000d56h,2014-11-07T01:23:34.165Z,"17 km NNW of B?geshwar, India",earthquake,,29.9,,1,reviewed,us,us
2004-09-12T08:48:04.910Z,29.502,81.575,11.9,4.5,mb,45,71.2,,1.03,us,usp000d44j,2014-11-07T01:23:28.235Z,"64 km WNW of Jumla, Nepal",earthquake,,24.5,,17,reviewed,us,us
2004-09-09T11:20:46.920Z,31.196,81.222,67.6,4.2,mb,18,142.9,,1.01,us,usp000d3z3,2014-11-07T01:23:27.565Z,"99 km N of Burang, China",earthquake,,18.3,,6,reviewed,us,us
2004-09-09T05:55:46.100Z,29.466,80.281,5.5,4.4,mb,18,123.1,,1.12,us,usp000d3yr,2014-11-07T01:23:27.518Z,"14 km SSE of Pithor?garh, India",earthquake,,36.2,,6,reviewed,us,us
